1,frame_0099.jpg,xe nhỏ ở giữa sát mép phải,deleted,Không thấy thân xe rõ ràng nên khung chỉ nằm ở vùng tối sát mép ảnh
1,frame_0099.jpg,xe ở giữa phía trái,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0099.jpg,xe nhỏ ở xa phía trái,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0099.jpg,xe nhỏ ở xa sát mép trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở xa sát mép trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở vùng giữa,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở vùng giữa,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe lớn ở sát phía dưới vùng giữa,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe ở vùng giữa,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0099.jpg,xe nhỏ ở xa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe ở giữa phía trái,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0107.jpg,xe gần phía dưới sát mép phải,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở xa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở xa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe lớn ở sát phía dưới sát mép trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía phải,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía phải,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía phải,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe lớn ở sát phía dưới vùng giữa,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở xa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở xa sát mép trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0107.jpg,xe nhỏ ở giữa phía trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0182.jpg,xe ở giữa phía phải,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0182.jpg,xe ở giữa phía trái,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0182.jpg,xe ở vùng giữa,edited,Kéo khung ôm sát thân xe không lấy phần vệt sáng trên mặt đường
1,frame_0182.jpg,xe nhỏ ở xa phía phải,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
1,frame_0182.jpg,xe nhỏ ở xa sát mép trái,added,AI bỏ sót xe nhưng thân xe vẫn nhìn thấy rõ nên bổ sung khung
